cafeno,name,address,business_hours,tel,thumb
83072,카페테티스,서울 마포구 월드컵로 205,,,/home/data/thumb_img/default2.jpg
83074,카페아사,서울 은평구 불광천길 338 2층,영업시간 월~토 12:00 ~ 23:00,070-4950-2577,/home/data/thumb_img/img83074.jpg
83076,쥬씨 가재울점,서울 서대문구 거북골로 152 1층,,02-303-2042,/home/data/thumb_img/default9.jpg
83079,베네쉬커피,서울 서대문구 증가로32길 23-7,영업시간 매일 12:00 ~ 23:00,02-6015-8286,/home/data/thumb_img/img83079.jpg
83082,타미하우스,서울 마포구 월드컵로 243-48,,02-3152-9301,/home/data/thumb_img/img83082.jpg
83086,로즈드마이,서울 은평구 불광천길 312,"영업시간 월,화,목,금,토,일 12:00 ~ 23:00",,/home/data/thumb_img/img83086.jpg
83094,카페빅컵,서울 마포구 월드컵로34길 13,,,/home/data/thumb_img/default3.jpg
83096,카페인중독 망원점,서울 마포구 방울내로 79,영업시간 월~금 09:00 ~ 23:00,02-332-4745,/home/data/thumb_img/img83096.jpg
83097,땡스오트,서울 마포구 성미산로23길 68,영업시간 매일 11:00 ~ 21:00,02-3144-0890,/home/data/thumb_img/img83097.jpg
83101,엠프란다,서울 마포구 성암로 45 1층,영업시간 월~금 09:00 ~ 21:00,02-303-8540,/home/data/thumb_img/img83101.jpg
83115,엣모스피어,서울 마포구 망원로 54-1,영업시간 화~일 12:00 ~ 23:00,070-8692-4162,/home/data/thumb_img/img83115.jpg
83125,레귤러서비스,서울 마포구 월드컵로25길 58,영업시간 화~토 12:00 ~ 20:00,,/home/data/thumb_img/img83125.jpg
83126,트랙26,서울 마포구 방울내로9안길 71 1층 104호,,,/home/data/thumb_img/img83126.jpg
83130,이디야커피 성산점,서울 마포구 월드컵북로 137,영업시간 월~금 08:00 ~ 22:00,02-332-1240,/home/data/thumb_img/img83130.jpg
83131,이디야커피 망원중앙점,서울 마포구 월드컵로 147,매일 08:00 ~ 24:00,02-322-5467,/home/data/thumb_img/img83131.jpg
83132,마가렡,서울 마포구 방울내로 24-1,영업시간 화~토 13:00 ~ 19:00,,/home/data/thumb_img/img83132.jpg
83145,카페W,서울 마포구 월드컵로 243-48,,,/home/data/thumb_img/img83145.jpg
83146,커피JO,서울 서대문구 수색로 56 성공타워 1층 101호,,02-304-3025,/home/data/thumb_img/img83146.jpg
83147,허니빙스,서울 마포구 방울내로7길 18,영업시간 매일 09:00 ~ 23:00,02-325-8903,/home/data/thumb_img/default4.jpg
83148,플랜비,"서울 서대문구 가재울미래로 15 더아무르 A동 101, 201호",,,/home/data/thumb_img/default5.jpg
83151,빽다방 응암대림시장점,서울 은평구 응암로 169 1층,,02-304-8860,/home/data/thumb_img/img83151.jpg
83157,광합성카페,서울 마포구 월드컵로19길 8 1층,영업시간 월~토 11:00 ~ 22:00,02-333-6933,/home/data/thumb_img/img83157.jpg
83167,아스트로노머스커피 망원점,서울 마포구 망원로7길 65 1층,영업시간 매일 12:00 ~ 21:00,,/home/data/thumb_img/img83167.jpg
83172,스낵바 매점,서울 은평구 가좌로9길 25-1 1층,,,/home/data/thumb_img/default5.jpg
83181,카시코이,서울 서대문구 성산로 253-4,금요일,070-4179-8127,/home/data/thumb_img/img83181.jpg
83196,카페느림,서울 마포구 방울내로 42 1층,금요일,02-332-2873,/home/data/thumb_img/img83196.jpg
83200,런닝독,서울 은평구 가좌로 251 2층,,,/home/data/thumb_img/default5.jpg
83204,평상시 망원점,서울 마포구 망원로 23 2층,영업시간 화~일 12:00 ~ 20:00,,/home/data/thumb_img/default8.jpg
83207,베이커리카페몽소,서울 은평구 증산로 403-1 1층,,02-6012-2323,/home/data/thumb_img/img83207.jpg
83209,디싸이시브모먼트,서울 마포구 성산로6길 29 지하 1층,,,/home/data/thumb_img/img83209.jpg
83212,하늘정원,서울 마포구 방울내로 67,,,/home/data/thumb_img/img83212.jpg
83227,PD가 커피를 내리는 이유,서울 마포구 월드컵로 138,,,/home/data/thumb_img/default8.jpg
83243,무아펑츄어,서울 마포구 연남로13길 9 2층,매일 16:00 ~ 00:00,02-333-4245,/home/data/thumb_img/default5.jpg
83246,커피스튜디오,서울 서대문구 모래내로15길 40,,02-352-5688,/home/data/thumb_img/img83246.jpg
83255,카페다르크,서울 은평구 불광천길 450,,,/home/data/thumb_img/img83255.jpg
83261,초록북카페,서울 마포구 월드컵로31길 69,,,/home/data/thumb_img/default8.jpg
83263,이야기커피,서울 마포구 모래내로 65,,02-302-8809,/home/data/thumb_img/default9.jpg
83272,루프트커피 망원점,"서울 마포구 망원로6길 65 1,2층",영업시간 화~일 10:00 ~ 22:00,02-322-0703,/home/data/thumb_img/default3.jpg
83284,플랫폼,서울 마포구 성미산로 25,,02-332-2297,/home/data/thumb_img/default5.jpg
83302,해브어코믹스데이,서울 마포구 도화4길 23 2층,목~토 11:00 ~ 24:00,070-4188-3324,/home/data/thumb_img/img83302.jpg
83308,미스터힐링 마포점,서울 마포구 도화길 24 3층,영업시간 매일 11:00 ~ 22:00,02-3272-2220,/home/data/thumb_img/img83308.jpg
83312,빽다방 마포복사꽃공원점,서울 마포구 마포대로4길 16,영업시간 월~금 07:00 ~ 22:00,02-6403-7100,/home/data/thumb_img/img83312.jpg
83326,커피베이 마포점,서울 마포구 마포대로4다길 23,영업시간 월~금 07:30 ~ 22:30,02-712-1855,/home/data/thumb_img/default2.jpg
83333,요거프레소 마포도화점,서울 마포구 도화길 42-1,영업시간 매일 10:00 ~ 22:00,02-711-8793,/home/data/thumb_img/default4.jpg
83335,스위트번스 마포점,서울 마포구 독막로 320 태영데시앙루브상가 103호,,02-704-3164,/home/data/thumb_img/default6.jpg
83348,안녕 도화동,서울 마포구 도화4길 73,영업시간 월~토 09:00 ~ 19:00,02-711-5368,/home/data/thumb_img/img83348.jpg
83349,라이브소풍,서울 마포구 도화길 42,,02-6744-9534,/home/data/thumb_img/default8.jpg
83350,카페브라이터,서울 마포구 마포대로4길 47-3 1층,,02-702-6199,/home/data/thumb_img/default9.jpg
83360,베스트웨스턴 서울가든호텔 카페이탈리아,서울 마포구 마포대로 58 1층,,02-710-7282,/home/data/thumb_img/default7.jpg
83365,아리스타커피 마포2호점,서울 마포구 토정로37길 46 정우빌딩 지층 23호~24호,,02-717-8822,/home/data/thumb_img/default5.jpg
83366,세레나데,서울 마포구 마포대로 33 한화오벨리스크,,,/home/data/thumb_img/default9.jpg
83367,커피시네마,서울 마포구 마포대로 63-8 지하1층,,,/home/data/thumb_img/default7.jpg
83373,브라운펄 마포점,서울 마포구 도화4길 3,,,/home/data/thumb_img/default2.jpg
83384,프로방스,서울 마포구 새창로8길 72,,,/home/data/thumb_img/default3.jpg
83394,더페이머스뷰,서울 마포구 마포대로 33 한화 오벨리스크 오피스텔 34층,,,/home/data/thumb_img/img83394.jpg
83401,카페후,서울 마포구 마포대로 52,,,/home/data/thumb_img/default8.jpg
83404,커피로,서울 마포구 큰우물로 75,,,/home/data/thumb_img/default6.jpg
83405,스윗피,서울 마포구 마포대로 33,영업시간 매일 09:00 ~ 21:00,070-8278-8559,/home/data/thumb_img/default3.jpg
83408,포이트리 마포점,서울 마포구 마포대로 53,,,/home/data/thumb_img/default5.jpg
83413,주카페,서울 마포구 큰우물로 75,,02-717-4652,/home/data/thumb_img/default10.jpg
83416,포멜로빈 공덕점,서울 마포구 백범로 170 1층,영업시간 화~일 11:00 ~ 21:00,,/home/data/thumb_img/img83416.jpg
83433,마카롱롱롱,서울 마포구 백범로 152 공덕파크자이 201동 1층 10호,영업시간 월~금 10:00 ~ 21:00,070-7562-9707,/home/data/thumb_img/img83433.jpg
83442,요거프레소 공덕파크자이점,서울 마포구 백범로 152 101동 107호,영업시간 매일 10:00 ~ 22:00,02-713-9898,/home/data/thumb_img/default3.jpg
83444,빈스플래닛 공덕점,서울 마포구 백범로 202,,,/home/data/thumb_img/default7.jpg
83445,오펠레,서울 마포구 독막로 291-5 1층,영업시간 월~금 11:30 ~ 22:00,02-707-2712,/home/data/thumb_img/img83445.jpg
83458,라이브필카페,서울 마포구 토정로37길 19,월~금 18:00 ~ 02:00,02-718-6369,/home/data/thumb_img/default8.jpg
83472,커핀그루나루 공덕오거리점,서울 마포구 독막로 291 한청빌딩 1층,매일 08:00 ~ 24:00,02-717-2070,/home/data/thumb_img/img83472.jpg
83476,커피중독,서울 마포구 독막로 295 삼부골든타워 1층,,02-706-9200,/home/data/thumb_img/img83476.jpg
83480,DEKE,서울 마포구 만리재로 15 제일빌딩 지하1층,,,/home/data/thumb_img/default5.jpg
83491,하우스렌,서울 마포구 토정로31길 24 E편한세상3차 105동 근린상가 107호,영업시간 매일 08:00 ~ 23:00,02-715-3357,/home/data/thumb_img/img83491.jpg
83497,레빗살롱,서울 마포구 백범로 230,,,/home/data/thumb_img/img83497.jpg
83501,나스커피(Na's Coffee),서울 마포구 토정로 319,,,/home/data/thumb_img/default5.jpg
83506,와와바,서울 마포구 독막로 288,,02-701-9590,/home/data/thumb_img/default4.jpg
83510,다노핏카페,서울 마포구 백범로 134 1층,영업시간 월~금 09:30 ~ 19:30,02-701-6792,/home/data/thumb_img/img83510.jpg
83516,립하버,서울 마포구 백범로24길 11-4 1층,영업시간 월~금 11:00 ~ 18:00,,/home/data/thumb_img/img83516.jpg
83517,공스하우스,서울 마포구 백범로25길 1 1층,영업시간 월~토 07:00 ~ 22:00,,/home/data/thumb_img/img83517.jpg
83518,엘브루잉카페,서울 마포구 토정로31길 55,,,/home/data/thumb_img/default2.jpg
83568,정만빙수 3호점,서울 마포구 만리재옛길 24-11 1층,,02-712-8802,/home/data/thumb_img/img83568.jpg
83590,스타벅스 마포경찰서후문점,서울 마포구 마포대로 173-14,영업시간 월~금 07:00 ~ 22:00,1522-3232,/home/data/thumb_img/img83590.jpg
83602,개혁,서울 마포구 대흥로4길 74 1층,영업시간 매일 09:00 ~ 21:00,,/home/data/thumb_img/default5.jpg
83616,카페위드,서울 마포구 독막로 259,,,/home/data/thumb_img/default6.jpg
83617,안녕.,서울 마포구 독막로 250-1 1층,영업시간 화~토 10:00 ~ 19:00,02-711-2077,/home/data/thumb_img/default1.jpg
83618,블럭앤블럭 원효로점,서울 용산구 원효로 51 2층,,070-7504-7543,/home/data/thumb_img/img83618.jpg
83625,지유명차 용산효창공원점,서울 용산구 새창로20길 3,영업시간 매일 12:00 ~ 20:00,0507-1320-9043,/home/data/thumb_img/img83625.jpg
83640,원스커피,서울 마포구 독막로38길 22 드림빌딩 1층 104호,,02-717-2596,/home/data/thumb_img/img83640.jpg
83647,카페클라인,서울 마포구 마포대로14길 12 1층,영업시간 월~금 08:30 ~ 20:00,02-3275-0000,/home/data/thumb_img/default6.jpg
83657,커피에반하다 마포공덕점,서울 마포구 마포대로 173,,070-8816-0027,/home/data/thumb_img/img83657.jpg
83665,티티카카,서울 용산구 백범로 284-18,,,/home/data/thumb_img/default6.jpg
83674,휘카페 대흥점,서울 마포구 백범로 101-1 1층,,070-4012-7771,/home/data/thumb_img/img83674.jpg
83684,카페대흥,서울 마포구 대흥로 80-15 2층,,,/home/data/thumb_img/img83684.jpg
83691,쥬스식스커피식스,서울 마포구 백범로 101-1,,,/home/data/thumb_img/default5.jpg
83692,공감,서울 용산구 효창원로 91,,02-713-9788,/home/data/thumb_img/default10.jpg
83693,키즈팡,서울 용산구 효창원로 155,,070-7755-7200,/home/data/thumb_img/default10.jpg
83694,이르미클라트,서울 마포구 독막로 215 1층,영업시간 월~금 07:00 ~ 23:00,02-713-2019,/home/data/thumb_img/img83694.jpg
83698,아미까,서울 마포구 숭문길 98 마포자이3차 생활근린상가 1층 109호,,02-704-6532,/home/data/thumb_img/img83698.jpg
83701,호나'S플로리안,서울 마포구 독막로 248-1,,02-711-3828,/home/data/thumb_img/default7.jpg
83718,마침내카페크로와플,서울 마포구 백범로 66,,,/home/data/thumb_img/img83718.jpg
83726,스튜디오83,"서울 마포구 백범로 83 1,2층",,,/home/data/thumb_img/default6.jpg
83732,라이프어버브올커피,서울 마포구 독막로 223-1,,,/home/data/thumb_img/img83732.jpg
83735,소통과화합,서울 마포구 만리재옛길 61-1,,02-702-0402,/home/data/thumb_img/default6.jpg
83744,페르마타 용산점,서울 용산구 청파로 56,,,/home/data/thumb_img/img83744.jpg
83745,커피목욕탕,서울 마포구 대흥로 118,,02-702-1322,/home/data/thumb_img/default6.jpg
83770,카페드림 마시모 서강대학교점,서울 마포구 대흥동 22-60 곤자가플라자 지하1층,,02-702-6451,/home/data/thumb_img/default2.jpg
83772,카페피오레,서울 마포구 독막로 211,,,/home/data/thumb_img/default4.jpg
83779,더크레딧,서울 마포구 광성로6길 12 1층,영업시간 매일 11:00 ~ 22:00,,/home/data/thumb_img/img83779.jpg
83781,카페199,서울 마포구 마포대로 199,,,/home/data/thumb_img/default8.jpg
83782,청자커피숍,서울 마포구 광성로4길 11-10,,02-717-8787,/home/data/thumb_img/default1.jpg
83798,에어리어커피,서울 마포구 만리재로 15 제일빌딩 1층,영업시간 매일 07:00 ~ 22:30,,/home/data/thumb_img/img83798.jpg
83800,할리스커피 공덕점,서울 마포구 마포대로 143,영업시간 매일 07:00 ~ 23:00,02-701-5785,/home/data/thumb_img/img83800.jpg
83823,비다펠리즈,서울 마포구 공덕동 188-108 마포현대아파트상가,,,/home/data/thumb_img/img83823.jpg
83835,만리재옛길,"서울 마포구 만리재옛길 50 1,2층",,02-713-1175,/home/data/thumb_img/default4.jpg
83838,커피더캠프 애오개점,서울 마포구 마포대로16길 4-1,,02-3272-5930,/home/data/thumb_img/default1.jpg
83839,인디커피,서울 마포구 마포대로14가길 18-5,,02-703-0064,/home/data/thumb_img/img83839.jpg
83850,카페몰리 서울공덕점,서울 마포구 마포대로8길 19 1층,,,/home/data/thumb_img/img83850.jpg
83853,마시그래이 마포공덕점,서울 마포구 마포대로 156 공덕푸르지오시티 112호,,02-706-9392,/home/data/thumb_img/default7.jpg
83857,브루니치,서울 마포구 백범로 152 공덕파크자이상가 102동 1층 15호,"영업시간 월,수,목,금,토,일 11:00 ~ 21:00",,/home/data/thumb_img/img83857.jpg
83860,타임스케줄,서울 마포구 백범로 178,,,/home/data/thumb_img/default10.jpg
83883,카페그린(공덕점),서울 마포구 마포대로 115-12,,02-707-2555,/home/data/thumb_img/default9.jpg
83887,YELLOWGRILL,서울 마포구 마포대로 지하 100,,02-3414-3300,/home/data/thumb_img/default6.jpg
83902,헬로,서울 마포구 마포대로 190,,,/home/data/thumb_img/img83902.jpg
83907,그린앤그린,서울 마포구 백범로 152 201동 11호,영업시간 화~일 09:00 ~ 20:00,070-4175-2015,/home/data/thumb_img/img83907.jpg
83908,푸비커피,서울 마포구 마포대로24길 56,,,/home/data/thumb_img/default1.jpg
83909,쥬시쥬시,서울 마포구 마포대로8길 9,,070-8288-8535,/home/data/thumb_img/default10.jpg
83921,가가커피로스터,서울 마포구 만리재옛길 18,,,/home/data/thumb_img/default7.jpg
83928,커핀로프 마포KPX점,서울 마포구 마포대로 137,,,/home/data/thumb_img/default3.jpg
83929,빈웍스 공덕점,서울 마포구 마포대로8길 19 1층,,,/home/data/thumb_img/img83929.jpg
83942,빽다방 마포경찰서점,서울 마포구 마포대로 179,"영업시간 토,일 08:30 ~ 21:00",02-363-6383,/home/data/thumb_img/default10.jpg
83965,더 벤티,서울 마포구 아현동 774 마포래미안푸르지오 상가4동 104호,,,/home/data/thumb_img/default10.jpg
83974,맥널티커피 크레디트센터점,서울 마포구 마포대로 217,,,/home/data/thumb_img/default8.jpg
83977,커피숍명,서울 마포구 마포대로 229-1,,02-363-1427,/home/data/thumb_img/default6.jpg
83981,별다섯커피,서울 마포구 아현동 275-2,,,/home/data/thumb_img/default7.jpg
83996,요리인류 청파동 카페,"서울 용산구 청파로73길 58 2, 3층",,02-715-7085,/home/data/thumb_img/img83996.jpg
84000,설빙 숙명여대점,서울 용산구 청파로47길 52 명신프라자 2층 202호,영업시간 매일 11:00 ~ 23:00,02-715-9888,/home/data/thumb_img/img84000.jpg
84001,카페틸데,서울 용산구 청파로43가길 23,"영업시간 토,일 12:00 ~ 21:00",0507-1307-4350,/home/data/thumb_img/img84001.jpg
84002,그로토,서울 마포구 새창로4길 9 지하 1층,영업시간 매일 11:00 ~ 00:00,02-702-4196,/home/data/thumb_img/img84002.jpg
84003,본솔커피 숙대점,서울 용산구 청파로47길 71,,02-717-5526,/home/data/thumb_img/img84003.jpg
84017,스타벅스 아현역점,서울 서대문구 신촌로35길 10 e편한세상신촌4단지 상가 1층,영업시간 토 08:00 ~ 22:30,1522-3232,/home/data/thumb_img/img84017.jpg
84024,베이글팩토리,서울 용산구 청파로47나길 31,영업시간 월~토 08:00 ~ 20:00,070-8285-2861,/home/data/thumb_img/img84024.jpg
84028,MTL 효창점,서울 용산구 효창원로69길 25 1층,영업시간 매일 08:00 ~ 21:00,070-4259-3113,/home/data/thumb_img/img84028.jpg
84030,리틀파르크,서울 용산구 효창원로64길 6,"영업시간 토,일 10:00 ~ 21:00",070-4115-5104,/home/data/thumb_img/img84030.jpg
84032,청파동커피,서울 용산구 청파로47길 81,,,/home/data/thumb_img/default4.jpg
84034,마돈나커피,서울 용산구 청파로47길 79,,,/home/data/thumb_img/img84034.jpg
84038,아마스빈 숙대점,서울 용산구 청파로47길 35 1층,영업시간 매일 11:00 ~ 22:00,02-703-2218,/home/data/thumb_img/default2.jpg
84043,바마셀,서울 용산구 원효로89길 12,영업시간 토 11:00 ~ 19:00,,/home/data/thumb_img/img84043.jpg
84045,카페3,서울 용산구 청파로49길 17,영업시간 매일 12:00 ~ 22:00,,/home/data/thumb_img/img84045.jpg
84051,담담,서울 용산구 백범로79길 103 청송빌딩 1층 101호,,,/home/data/thumb_img/default9.jpg
84052,"어,이어",서울 중구 만리재로33길 21,,02-364-5258,/home/data/thumb_img/img84052.jpg
84055,커피온리 숙명여대점,서울 용산구 청파로47길 62 1층,"영업시간 토,일 09:00 ~ 22:00",,/home/data/thumb_img/default8.jpg
84056,스타벅스 충정타워점,서울 서대문구 서소문로 21 충정타워 1층,"영업시간 토,일 08:30 ~ 21:00",1522-3232,/home/data/thumb_img/img84056.jpg
84067,카페품다,서울 용산구 청파로 299,,02-711-3711,/home/data/thumb_img/img84067.jpg
84084,더안카페,서울 마포구 신촌로34길 12,,02-363-9069,/home/data/thumb_img/default9.jpg
84090,투썸플레이스 용산트윈시티점,서울 용산구 한강대로 366,영업시간 토 09:00 ~ 17:00,02-6222-3990,/home/data/thumb_img/img84090.jpg
84095,퓨엔테,서울 용산구 청파로43길 53,영업시간 토 11:00 ~ 21:30,,/home/data/thumb_img/img84095.jpg
84104,꼬모드,서울 서대문구 신촌로35길 10 1층,"영업시간 토,일 10:00 ~ 22:00",010-9264-0964,/home/data/thumb_img/default6.jpg
84108,모몽,서울 용산구 청파로43길 24 1층,영업시간 수~일 12:00 ~ 21:30,070-7726-5678,/home/data/thumb_img/img84108.jpg
84121,비어드파파 서울역점,서울 용산구 한강대로 405 서울역 2층,영업시간 매일 06:00 ~ 23:00,02-3677-8900,/home/data/thumb_img/img84121.jpg
84131,커피방앗간,서울 중구 서소문로6길 34,영업시간 토 10:00 ~ 17:00,,/home/data/thumb_img/img84131.jpg
84139,인사이드카페,서울 서대문구 신촌로35길 1,,02-313-7238,/home/data/thumb_img/default3.jpg
84140,카페마노 서울역점,서울 용산구 동자동 43-227 서울역 공항철도 지하2층,,,/home/data/thumb_img/default1.jpg
84145,라이언스 커피로스터스,서울 용산구 한강대로96길 4,,070-8847-0874,/home/data/thumb_img/img84145.jpg
84148,바이어셀러,서울 중구 만리재로 205-1,,,/home/data/thumb_img/default4.jpg
84153,G로스팅,서울 중구 만리재로33길 21,,,/home/data/thumb_img/default6.jpg
84168,쟈니123,서울 마포구 마포대로 92 글래드 마포 9층,,,/home/data/thumb_img/img84168.jpg
84172,팬트리107,서울 용산구 청파로43가길 33,,,/home/data/thumb_img/img84172.jpg
84179,까페투샷,서울 중구 중림로 2-1,,02-313-5560,/home/data/thumb_img/img84179.jpg
84187,켈리마카롱,서울 용산구 한강대로 372 KDB생명타워 B217,영업시간 월~토 10:00 ~ 20:00,02-6388-7975,/home/data/thumb_img/img84187.jpg
84192,예감,서울 용산구 새창로 92,,02-6052-1711,/home/data/thumb_img/img84192.jpg
84196,더빈21,서울 용산구 청파로47길 10,,,/home/data/thumb_img/img84196.jpg
84198,아현교회에끌,서울 서대문구 신촌로 331,,02-362-8336,/home/data/thumb_img/default9.jpg
84211,지란지교,서울 마포구 새창로6길 4,,02-706-2251,/home/data/thumb_img/img84211.jpg
84219,카페에끌,서울 서대문구 신촌로 331,,,/home/data/thumb_img/default1.jpg
84220,카페물루,서울 마포구 숭문4길 21 1층,,,/home/data/thumb_img/default2.jpg
84221,피피커피라운지,서울 서대문구 신촌로29길 18 1층,영업시간 매일 10:00 ~ 19:00,070-8777-3025,/home/data/thumb_img/img84221.jpg
84230,쥬쓰랑꽈배기,서울 용산구 한강대로 403,,070-5214-0920,/home/data/thumb_img/default3.jpg
84244,빅스트로우 숙대점,서울 용산구 청파로45길 31,,070-8152-7722,/home/data/thumb_img/default9.jpg
84248,블루,서울 마포구 도화길 52,,02-713-9337,/home/data/thumb_img/default7.jpg
84262,고가다방,서울 중구 청파로 431,,,/home/data/thumb_img/default4.jpg
84267,브라운커피,서울 중구 한강대로 405,,,/home/data/thumb_img/default5.jpg
84271,레또르떼,서울 서대문구 신촌로 237-1,,,/home/data/thumb_img/default3.jpg
84273,요네바로,서울 용산구 한강대로104길 30,,060-771-1565,/home/data/thumb_img/default7.jpg
84275,보노커피,서울 마포구 새창로 13,,,/home/data/thumb_img/default5.jpg
84281,코와핀,서울 용산구 한강대로 405,,02-6404-8285,/home/data/thumb_img/default5.jpg
84284,사심가득,서울 마포구 백범로24길 11-3 1층,영업시간 월~토 11:00 ~ 00:00,070-4047-4444,/home/data/thumb_img/img84284.jpg
84289,행화탕,서울 마포구 마포대로19길 12,영업시간 매일 10:00 ~ 22:00,0507-1365-5540,/home/data/thumb_img/img84289.jpg
84330,모노레일커피 공덕점,서울 마포구 마포대로 115-12,,02-707-2555,/home/data/thumb_img/img84330.jpg
84343,카페드앙팡 아현점,서울 마포구 마포대로24길 51,,02-312-1020,/home/data/thumb_img/img84343.jpg
84346,행복플러스가게,서울 마포구 마포대로 지하 100,,,/home/data/thumb_img/default9.jpg
84348,더치앤빈 공덕역점,서울 마포구 마포대로 109 롯데캐슬프레지던트 지하1층,영업시간 토 10:00 ~ 17:00,02-704-2258,/home/data/thumb_img/default6.jpg
84356,오늘도카페일리터 마포점,서울 마포구 마포대로7길 27,영업시간 월~토 08:30 ~ 21:00,02-6959-1545,/home/data/thumb_img/img84356.jpg
84357,라폴리움,서울 마포구 마포대로 109,,,/home/data/thumb_img/default1.jpg
84361,카페마고스,서울 마포구 마포대로 181,,02-392-5500,/home/data/thumb_img/default9.jpg
84362,엘림,서울 마포구 신촌로 212,,,/home/data/thumb_img/default6.jpg
84364,포인츠,서울 마포구 백범로 152,,02-5425-3688,/home/data/thumb_img/default6.jpg
84370,낙랑파라아현점,서울 서대문구 신촌로31길 20,,02-356-3583,/home/data/thumb_img/img84370.jpg
84373,오버드,서울 마포구 마포대로 188,,02-703-7770,/home/data/thumb_img/default9.jpg
84382,배꼽충전소,서울 마포구 마포대로16길 14,,,/home/data/thumb_img/default8.jpg
84394,마알린,서울 마포구 마포대로14길 5,영업시간 토 12:30 ~ 19:00,02-711-0316,/home/data/thumb_img/img84394.jpg
84399,라떼떼커피 공덕점,서울 마포구 만리재로7길 23,,02-719-9282,/home/data/thumb_img/default2.jpg
84405,필로커피,서울 마포구 마포대로12길 36 소담빌딩 1층,마지막 토요일,02-333-7002,/home/data/thumb_img/img84405.jpg
84408,카페글렌 공덕점,서울 마포구 만리재로 123 YD레지던스 1층,,02-704-6000,/home/data/thumb_img/img84408.jpg
84425,어송포유,서울 마포구 만리재로 85 2층,영업시간 월~토 10:00 ~ 20:00,,/home/data/thumb_img/img84425.jpg
84429,현상소,서울 중구 만리재로37길 24 1층,"영업시간 금,토 12:00 ~ 23:00",02-312-0318,/home/data/thumb_img/default2.jpg
84431,이디야커피 공덕점,서울 마포구 마포대로8길 15,"영업시간 토,일 11:00 ~ 18:00",02-718-6889,/home/data/thumb_img/default6.jpg
84437,레이첼티,서울 서대문구 북아현로1길 50 1층,,,/home/data/thumb_img/default7.jpg
84453,곰미커피,"서울 서대문구 신촌역로 11 1, 2층",영업시간 월~토 08:00 ~ 23:00,,/home/data/thumb_img/default10.jpg
84459,커피온리 공덕역점,서울 마포구 마포대로8길 9,,,/home/data/thumb_img/default4.jpg
84464,어반앨리스,서울 서대문구 이화여대1길 10 APM빌딩 1~3층,,1588-7481,/home/data/thumb_img/img84464.jpg
84481,흑화당 이대점,서울 서대문구 이화여대길 1,영업시간 매일 11:00 ~ 22:00,02-365-9997,/home/data/thumb_img/img84481.jpg
84482,모모커피,서울 서대문구 이화여대길 22,,,/home/data/thumb_img/img84482.jpg
84488,미스터힐링 이화여대점,서울 서대문구 이화여대길 76 3층,영업시간 매일 11:30 ~ 22:30,02-362-3636,/home/data/thumb_img/img84488.jpg
84490,바나프레소 이대점,서울 서대문구 이화여대길 33 1층,영업시간 매일 07:00 ~ 21:00,070-8998-8950,/home/data/thumb_img/img84490.jpg
84492,스타벅스 충정로역점,서울 서대문구 충정로3가 470,"영업시간 토,일 09:00 ~ 20:00",1522-3232,/home/data/thumb_img/img84492.jpg
84500,공간산마루,서울 마포구 만리재로 74 삼성래미안 1층,영업시간 매일 08:30 ~ 20:00,02-3273-0892,/home/data/thumb_img/default10.jpg
84505,제니뮤직,서울 마포구 마포대로10길 16,,,/home/data/thumb_img/default1.jpg
84506,라이프커피 이대점,서울 서대문구 이화여대7길 14 1층,영업시간 토 10:30 ~ 20:00,,/home/data/thumb_img/img84506.jpg
84510,카페몰리 한겨례점,서울 마포구 효창목길 6 한겨레신문사 6층,,,/home/data/thumb_img/img84510.jpg
84518,씨엔더블유,서울 마포구 마포대로 144,,02-3273-2237,/home/data/thumb_img/default4.jpg
84522,마시그래이 이대점,서울 서대문구 이화여대길 28,영업시간 매일 07:30 ~ 21:00,02-363-2233,/home/data/thumb_img/img84522.jpg
84528,다인전통찻집,서울 마포구 신촌로 182 2층,,,/home/data/thumb_img/img84528.jpg
84530,스윗하라,서울 용산구 만리재로 158 1층,,,/home/data/thumb_img/default1.jpg
84541,이음,서울 마포구 대흥로 188-1 2층,,02-719-5915,/home/data/thumb_img/default3.jpg
84544,사주카페큐,서울 서대문구 이화여대7길 20-5 2층,,,/home/data/thumb_img/img84544.jpg
84546,퍼넬스페셜티커피하우스,서울 마포구 숭문길 58,,02-703-9558,/home/data/thumb_img/img84546.jpg
84547,벨라프라하,서울 서대문구 이화여대길 77,"영업시간 토,일 11:00 ~ 22:30",02-363-3559,/home/data/thumb_img/img84547.jpg
84548,놀토랑봉이랑,서울 마포구 대흥로 178,,,/home/data/thumb_img/default10.jpg
84563,마루치,서울 서대문구 북아현로 48 1층,,02-6160-2046,/home/data/thumb_img/default2.jpg
84567,베가니끄,서울 서대문구 이화여대길 52-35 1층,,0507-1325-8290,/home/data/thumb_img/default7.jpg
84572,릴리펏 마포공덕점,서울 마포구 독막로 291-5,"영업시간 토,일 10:30 ~ 21:00",02-701-3321,/home/data/thumb_img/img84572.jpg
84583,카페지오,서울 용산구 청파로85가길 2,,070-4202-1712,/home/data/thumb_img/img84583.jpg
84585,커피107,서울 서대문구 북아현로 107,영업시간 매일 12:00 ~ 24:00,02-392-9111,/home/data/thumb_img/img84585.jpg
84587,사람정거장,서울 서대문구 북아현로 65-1 1층,토요일,,/home/data/thumb_img/img84587.jpg
