total_x,total_y
오늘 점심은 별로였어.,0
내일은 더 맛있는 식사 하세요.,0
오늘 점심은 별로였어.,0
내일은 더 괜찮은 식사를 하실 거에요.,0
오늘 점심은 별로였어.,0
간식이라도 더 드세요.,0
점심식사가 너무 별로였어.,0
내일은 맛있는걸로 드세요.,0
점심식사가 너무 별로였어.,0
내일은 더 맛있는 식사 하세요.,0
점심식사가 너무 별로였어.,0
내일은 더 괜찮은 식사를 하실 거에요.,0
점심식사가 너무 별로였어.,0
간식이라도 더 드세요.,0
오늘 점심 너무 별로더라.,0
내일은 맛있는걸로 드세요.,0
오늘 점심 너무 별로더라.,0
내일은 더 맛있는 식사 하세요.,0
오늘 점심 너무 별로더라.,0
내일은 더 괜찮은 식사를 하실 거에요.,0
오늘 점심 너무 별로더라.,0
간식이라도 더 드세요.,0
점심 메뉴가 너무 별로였어.,0
내일은 맛있는걸로 드세요.,0
점심 메뉴가 너무 별로였어.,0
내일은 더 맛있는 식사 하세요.,0
점심 메뉴가 너무 별로였어.,0
내일은 더 괜찮은 식사를 하실 거에요.,0
점심 메뉴가 너무 별로였어.,0
간식이라도 더 드세요.,0
점심이 너무 맛없었어.,0
내일은 맛있는걸로 드세요.,0
점심이 너무 맛없었어.,0
내일은 더 맛있는 식사 하세요.,0
점심이 너무 맛없었어.,0
내일은 더 괜찮은 식사를 하실 거에요.,0
점심이 너무 맛없었어.,0
간식이라도 더 드세요.,0
점심이 너무 별로였어.,0
내일은 맛있는걸로 드세요.,0
점심이 너무 별로였어.,0
내일은 더 맛있는 식사 하세요.,0
점심이 너무 별로였어.,0
내일은 더 괜찮은 식사를 하실 거에요.,0
점심이 너무 별로였어.,0
간식이라도 더 드세요.,0
밥이 맛 없어서 얼마 못먹었어.,0
내일은 맛있는걸로 드세요.,0
밥이 맛 없어서 얼마 못먹었어.,0
내일은 더 맛있는 식사 하세요.,0
밥이 맛 없어서 얼마 못먹었어.,0
내일은 더 괜찮은 식사를 하실 거에요.,0
밥이 맛 없어서 얼마 못먹었어.,0
간식이라도 더 드세요.,0
오늘 밥이 너무 형편없었어.,0
내일은 맛있는걸로 드세요.,0
오늘 밥이 너무 형편없었어.,0
내일은 더 맛있는 식사 하세요.,0
오늘 밥이 너무 형편없었어.,0
내일은 더 괜찮은 식사를 하실 거에요.,0
오늘 밥이 너무 형편없었어.,0
간식이라도 더 드세요.,0
피곤하다.,0
고민 있으신가요? 말씀해보세요.,0
피곤하다.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
피곤하다.,0
무슨 고민이 있으신가요?,0
피곤하다.,0
산책 다녀오시는건 어떠세요?,0
피곤하다.,0
산책을 잠시 다녀오세요.,0
피곤하다.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
피곤하다.,0
스트레칭을 하면 좋을 것 같네요.,0
피곤하다.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
피곤하다.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
피곤하다.,0
잠시 휴식시간을 가지세요.,0
피곤하다.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
피곤하다.,0
조금 쉬었다 하는건 어떨까요?,0
피곤하다.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
피곤하다.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
피곤하다.,0
휴식을 갖는건 어떠세요?,0
오늘따라 좀 피곤하다.,0
고민 있으신가요? 말씀해보세요.,0
오늘따라 좀 피곤하다.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
오늘따라 좀 피곤하다.,0
무슨 고민이 있으신가요?,0
오늘따라 좀 피곤하다.,0
산책 다녀오시는건 어떠세요?,0
오늘따라 좀 피곤하다.,0
산책을 잠시 다녀오세요.,0
오늘따라 좀 피곤하다.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
오늘따라 좀 피곤하다.,0
스트레칭을 하면 좋을 것 같네요.,0
오늘따라 좀 피곤하다.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
오늘따라 좀 피곤하다.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
오늘따라 좀 피곤하다.,0
잠시 휴식시간을 가지세요.,0
오늘따라 좀 피곤하다.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
오늘따라 좀 피곤하다.,0
조금 쉬었다 하는건 어떨까요?,0
오늘따라 좀 피곤하다.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
오늘따라 좀 피곤하다.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
오늘따라 좀 피곤하다.,0
휴식을 갖는건 어떠세요?,0
오늘은 많이 피곤하다.,0
고민 있으신가요? 말씀해보세요.,0
오늘은 많이 피곤하다.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
오늘은 많이 피곤하다.,0
무슨 고민이 있으신가요?,0
오늘은 많이 피곤하다.,0
산책 다녀오시는건 어떠세요?,0
오늘은 많이 피곤하다.,0
산책을 잠시 다녀오세요.,0
오늘은 많이 피곤하다.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
오늘은 많이 피곤하다.,0
스트레칭을 하면 좋을 것 같네요.,0
오늘은 많이 피곤하다.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
오늘은 많이 피곤하다.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
오늘은 많이 피곤하다.,0
잠시 휴식시간을 가지세요.,0
오늘은 많이 피곤하다.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
오늘은 많이 피곤하다.,0
조금 쉬었다 하는건 어떨까요?,0
오늘은 많이 피곤하다.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
오늘은 많이 피곤하다.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
오늘은 많이 피곤하다.,0
휴식을 갖는건 어떠세요?,0
아 너무 피곤하다.,0
고민 있으신가요? 말씀해보세요.,0
아 너무 피곤하다.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
아 너무 피곤하다.,0
무슨 고민이 있으신가요?,0
아 너무 피곤하다.,0
산책 다녀오시는건 어떠세요?,0
아 너무 피곤하다.,0
산책을 잠시 다녀오세요.,0
아 너무 피곤하다.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
아 너무 피곤하다.,0
스트레칭을 하면 좋을 것 같네요.,0
아 너무 피곤하다.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
아 너무 피곤하다.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
아 너무 피곤하다.,0
잠시 휴식시간을 가지세요.,0
아 너무 피곤하다.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
아 너무 피곤하다.,0
조금 쉬었다 하는건 어떨까요?,0
아 너무 피곤하다.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
아 너무 피곤하다.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
아 너무 피곤하다.,0
휴식을 갖는건 어떠세요?,0
집중이 안돼.,0
고민 있으신가요? 말씀해보세요.,0
집중이 안돼.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
집중이 안돼.,0
무슨 고민이 있으신가요?,0
집중이 안돼.,0
산책 다녀오시는건 어떠세요?,0
집중이 안돼.,0
산책을 잠시 다녀오세요.,0
집중이 안돼.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
집중이 안돼.,0
스트레칭을 하면 좋을 것 같네요.,0
집중이 안돼.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
집중이 안돼.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
집중이 안돼.,0
잠시 휴식시간을 가지세요.,0
집중이 안돼.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
집중이 안돼.,0
조금 쉬었다 하는건 어떨까요?,0
집중이 안돼.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
집중이 안돼.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
집중이 안돼.,0
휴식을 갖는건 어떠세요?,0
오늘 집중이 안돼.,0
고민 있으신가요? 말씀해보세요.,0
오늘 집중이 안돼.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
오늘 집중이 안돼.,0
무슨 고민이 있으신가요?,0
오늘 집중이 안돼.,0
산책 다녀오시는건 어떠세요?,0
오늘 집중이 안돼.,0
산책을 잠시 다녀오세요.,0
오늘 집중이 안돼.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
오늘 집중이 안돼.,0
스트레칭을 하면 좋을 것 같네요.,0
오늘 집중이 안돼.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
오늘 집중이 안돼.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
오늘 집중이 안돼.,0
잠시 휴식시간을 가지세요.,0
오늘 집중이 안돼.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
오늘 집중이 안돼.,0
조금 쉬었다 하는건 어떨까요?,0
오늘 집중이 안돼.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
오늘 집중이 안돼.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
오늘 집중이 안돼.,0
휴식을 갖는건 어떠세요?,0
집중력이 흐려지는 것 같아.,0
고민 있으신가요? 말씀해보세요.,0
집중력이 흐려지는 것 같아.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
집중력이 흐려지는 것 같아.,0
무슨 고민이 있으신가요?,0
집중력이 흐려지는 것 같아.,0
산책 다녀오시는건 어떠세요?,0
집중력이 흐려지는 것 같아.,0
산책을 잠시 다녀오세요.,0
집중력이 흐려지는 것 같아.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
집중력이 흐려지는 것 같아.,0
스트레칭을 하면 좋을 것 같네요.,0
집중력이 흐려지는 것 같아.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
집중력이 흐려지는 것 같아.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
집중력이 흐려지는 것 같아.,0
잠시 휴식시간을 가지세요.,0
집중력이 흐려지는 것 같아.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
집중력이 흐려지는 것 같아.,0
조금 쉬었다 하는건 어떨까요?,0
집중력이 흐려지는 것 같아.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
집중력이 흐려지는 것 같아.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
집중력이 흐려지는 것 같아.,0
휴식을 갖는건 어떠세요?,0
오늘따라 집중이 잘 안 되는 것 같아.,0
고민 있으신가요? 말씀해보세요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
무슨 고민이 있으신가요?,0
오늘따라 집중이 잘 안 되는 것 같아.,0
산책 다녀오시는건 어떠세요?,0
오늘따라 집중이 잘 안 되는 것 같아.,0
산책을 잠시 다녀오세요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
스트레칭을 하면 좋을 것 같네요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
오늘따라 집중이 잘 안 되는 것 같아.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
잠시 휴식시간을 가지세요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
조금 쉬었다 하는건 어떨까요?,0
오늘따라 집중이 잘 안 되는 것 같아.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
오늘따라 집중이 잘 안 되는 것 같아.,0
휴식을 갖는건 어떠세요?,0
오늘은 집중이 안되네.,0
고민 있으신가요? 말씀해보세요.,0
오늘은 집중이 안되네.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
오늘은 집중이 안되네.,0
무슨 고민이 있으신가요?,0
오늘은 집중이 안되네.,0
산책 다녀오시는건 어떠세요?,0
오늘은 집중이 안되네.,0
산책을 잠시 다녀오세요.,0
오늘은 집중이 안되네.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
오늘은 집중이 안되네.,0
스트레칭을 하면 좋을 것 같네요.,0
오늘은 집중이 안되네.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
오늘은 집중이 안되네.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
오늘은 집중이 안되네.,0
잠시 휴식시간을 가지세요.,0
오늘은 집중이 안되네.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
오늘은 집중이 안되네.,0
조금 쉬었다 하는건 어떨까요?,0
오늘은 집중이 안되네.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
오늘은 집중이 안되네.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
오늘은 집중이 안되네.,0
휴식을 갖는건 어떠세요?,0
오늘 좀 집중력이 떨어지네.,0
고민 있으신가요? 말씀해보세요.,0
오늘 좀 집중력이 떨어지네.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
오늘 좀 집중력이 떨어지네.,0
무슨 고민이 있으신가요?,0
오늘 좀 집중력이 떨어지네.,0
산책 다녀오시는건 어떠세요?,0
오늘 좀 집중력이 떨어지네.,0
산책을 잠시 다녀오세요.,0
오늘 좀 집중력이 떨어지네.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
오늘 좀 집중력이 떨어지네.,0
스트레칭을 하면 좋을 것 같네요.,0
오늘 좀 집중력이 떨어지네.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
오늘 좀 집중력이 떨어지네.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
오늘 좀 집중력이 떨어지네.,0
잠시 휴식시간을 가지세요.,0
오늘 좀 집중력이 떨어지네.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
오늘 좀 집중력이 떨어지네.,0
조금 쉬었다 하는건 어떨까요?,0
오늘 좀 집중력이 떨어지네.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
오늘 좀 집중력이 떨어지네.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
오늘 좀 집중력이 떨어지네.,0
휴식을 갖는건 어떠세요?,0
오늘따라 피곤하네.,0
고민 있으신가요? 말씀해보세요.,0
오늘따라 피곤하네.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
오늘따라 피곤하네.,0
무슨 고민이 있으신가요?,0
오늘따라 피곤하네.,0
산책 다녀오시는건 어떠세요?,0
오늘따라 피곤하네.,0
산책을 잠시 다녀오세요.,0
오늘따라 피곤하네.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
오늘따라 피곤하네.,0
스트레칭을 하면 좋을 것 같네요.,0
오늘따라 피곤하네.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
오늘따라 피곤하네.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
오늘따라 피곤하네.,0
잠시 휴식시간을 가지세요.,0
오늘따라 피곤하네.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
오늘따라 피곤하네.,0
조금 쉬었다 하는건 어떨까요?,0
오늘따라 피곤하네.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
오늘따라 피곤하네.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
오늘따라 피곤하네.,0
휴식을 갖는건 어떠세요?,0
오늘은 좀 피곤한 것 같아.,0
고민 있으신가요? 말씀해보세요.,0
오늘은 좀 피곤한 것 같아.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
오늘은 좀 피곤한 것 같아.,0
무슨 고민이 있으신가요?,0
오늘은 좀 피곤한 것 같아.,0
산책 다녀오시는건 어떠세요?,0
오늘은 좀 피곤한 것 같아.,0
산책을 잠시 다녀오세요.,0
오늘은 좀 피곤한 것 같아.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
오늘은 좀 피곤한 것 같아.,0
스트레칭을 하면 좋을 것 같네요.,0
오늘은 좀 피곤한 것 같아.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
오늘은 좀 피곤한 것 같아.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
오늘은 좀 피곤한 것 같아.,0
잠시 휴식시간을 가지세요.,0
오늘은 좀 피곤한 것 같아.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
오늘은 좀 피곤한 것 같아.,0
조금 쉬었다 하는건 어떨까요?,0
오늘은 좀 피곤한 것 같아.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
오늘은 좀 피곤한 것 같아.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
오늘은 좀 피곤한 것 같아.,0
휴식을 갖는건 어떠세요?,0
피곤해.,0
고민 있으신가요? 말씀해보세요.,0
피곤해.,0
많이 피곤하시면 조금 쉬었다 하세요.,0
피곤해.,0
무슨 고민이 있으신가요?,0
피곤해.,0
산책 다녀오시는건 어떠세요?,0
피곤해.,0
산책을 잠시 다녀오세요.,0
피곤해.,0
스트레칭을 하는 것도 피로에 도움이 될 것 같아요.,0
피곤해.,0
스트레칭을 하면 좋을 것 같네요.,0
피곤해.,0
잠깐 스트레칭 하며 쉬는 건 어떠세요?,0
피곤해.,0
잠시 쉬었다가 하시는 것도 일의 효율을 높일 수 있어요.,0
피곤해.,0
잠시 휴식시간을 가지세요.,0
피곤해.,0
잠시 휴식을 취하는 것도 좋은 방법이에요.,0
피곤해.,0
조금 쉬었다 하는건 어떨까요?,0
피곤해.,0
휴식시간을 조금 가지는 것도 좋을것 같아요.,0
피곤해.,0
휴식을 가지시는게 일의 효능을 높일 수 있어요.,0
피곤해.,0
휴식을 갖는건 어떠세요?,0
안 그래도 점심 먹고 산책하려고.,0
좋은 생각이에요.,0
그래서 점심 먹고 산책할거야.,0
좋은 생각이에요.,0
오늘은 집중이 잘되는 날이야.,0
이 기세로 업무 잘 마치시길 바라요.,0
오늘은 집중이 잘되는 날이야.,0
끝까지 업무 잘 마무리 하세요.,0
너 로봇이야?,0
글쎄요.,0
너는 로봇이야?,0
글쎄요.,0
너는 로봇이니?,0
글쎄요.,0
너 로봇 아니니?,0
글쎄요.,0
넌 뭐야?,0
글쎄요.,0
너는 뭘까?,0
글쎄요.,0
너 로봇이야?,0
"글쎄요, 잘 모르겠어요.",0
너는 로봇이야?,0
"글쎄요, 잘 모르겠어요.",0
너는 로봇이니?,0
"글쎄요, 잘 모르겠어요.",0
너 로봇 아니니?,0
"글쎄요, 잘 모르겠어요.",0
넌 뭐야?,0
"글쎄요, 잘 모르겠어요.",0
너는 뭘까?,0
"글쎄요, 잘 모르겠어요.",0
너 로봇이야?,0
저도 잘 모르겠어요.,0
너는 로봇이야?,0
저도 잘 모르겠어요.,0
너는 로봇이니?,0
저도 잘 모르겠어요.,0
너 로봇 아니니?,0
저도 잘 모르겠어요.,0
넌 뭐야?,0
저도 잘 모르겠어요.,0
너는 뭘까?,0
저도 잘 모르겠어요.,0
너 로봇이야?,0
잘 모르겠습니다.,0
너는 로봇이야?,0
잘 모르겠습니다.,0
너는 로봇이니?,0
잘 모르겠습니다.,0
너 로봇 아니니?,0
잘 모르겠습니다.,0
넌 뭐야?,0
잘 모르겠습니다.,0
너는 뭘까?,0
잘 모르겠습니다.,0
야.,0
왜?,0
야.,0
뭐?,0
야.,0
응?,0
야.,0
네?,0
저기.,0
왜?,0
저기.,0
뭐?,0
저기.,0
응?,0
저기.,0
네?,0
컴패니언.,0
네?,0
컴패니언.,0
"네, 부르셨나요.",0
컴패니언.,0
왜요?,0
컴패니언.,0
시키실 일 있나요?,0
컴패니언.,0
"네, 부르셧어요?",0
컴패니언.,0
"네, 말씀하세요.",0
컴패니언.,0
?,0
퇴근 시간 얼마나 남았지?,0
한 시간 반 남았네요.,0
퇴근 시간 얼마나 남았지?,0
한시간 남았습니다.,0
퇴근 시간 얼마나 남았지?,0
아직 두시간 남았어요.,0
퇴근 시간 얼마나 남았지?,0
퇴근까지 십분 남았습니다.,0
퇴근 시간 얼마나 남았지?,0
얼마 안남았습니다.,0
퇴근 시간 얼마나 남았지?,0
얼마 남지 않았어요.,0
퇴근까지 얼마나 남았어?,0
한 시간 반 남았네요.,0
퇴근까지 얼마나 남았어?,0
한시간 남았습니다.,0
퇴근까지 얼마나 남았어?,0
아직 두시간 남았어요.,0
퇴근까지 얼마나 남았어?,0
퇴근까지 십분 남았습니다.,0
퇴근까지 얼마나 남았는지 알려줄래?,0
한 시간 반 남았네요.,0
퇴근까지 얼마나 남았는지 알려줄래?,0
한시간 남았습니다.,0
퇴근까지 얼마나 남았는지 알려줄래?,0
아직 두시간 남았어요.,0
퇴근까지 얼마나 남았는지 알려줄래?,0
퇴근까지 십분 남았습니다.,0
퇴근 얼마나 남았는지 알려줘.,0
한 시간 반 남았네요.,0
퇴근 얼마나 남았는지 알려줘.,0
한시간 남았습니다.,0
퇴근 얼마나 남았는지 알려줘.,0
아직 두시간 남았어요.,0
퇴근 얼마나 남았는지 알려줘.,0
퇴근까지 십분 남았습니다.,0
몇 분 뒤에 퇴근이야?,0
한 시간 반 남았네요.,0
몇 분 뒤에 퇴근이야?,0
한시간 남았습니다.,0
몇 분 뒤에 퇴근이야?,0
아직 두시간 남았어요.,0
몇 분 뒤에 퇴근이야?,0
퇴근까지 십분 남았습니다.,0
뭐 먹지?,0
오늘은 짜장면 어떠세요?,0
뭐 먹지?,0
오늘은 짜장면 어떠실까요?,0
뭐 먹지?,0
오늘은 짜장면 어떠십니까?,0
뭐 먹지?,0
짜장면이 괜찮을 것 같은데 어떠세요?,0
뭐 먹지?,0
오늘은 떡볶이 어떠세요?,0
뭐 먹지?,0
떡볶이 어떠신가요?,0
뭐 먹지?,0
떡볶이가 좋을 것 같아요.,0
뭐 먹지?,0
짜장면 어떠세요?,0
뭐 먹지?,0
일식으로 돈가스 어떠신가요?,0
뭐 먹지?,0
오늘은 비가 오니 곱창전골 어떠세요?,0
뭐 먹지?,0
날씨가 쌀쌀하니까 칼국수가 좋을 것 같네요.,0
뭐 먹지?,0
간단하게 샌드위치 어떨까요?,0
뭐 먹지?,0
시원한 냉면 어떠세요?,0
뭐 먹지?,0
제육덮밥 어떠신가요?,0
뭐 먹을까?,0
오늘은 짜장면 어떠세요?,0
뭐 먹을까?,0
오늘은 짜장면 어떠실까요?,0
뭐 먹을까?,0
오늘은 짜장면 어떠십니까?,0
뭐 먹을까?,0
짜장면이 괜찮을 것 같은데 어떠세요?,0
뭐 먹을까?,0
오늘은 떡볶이 어떠세요?,0
뭐 먹을까?,0
떡볶이 어떠신가요?,0
뭐 먹을까?,0
떡볶이가 좋을 것 같아요.,0
뭐 먹을까?,0
짜장면 어떠세요?,0
뭐 먹을까?,0
일식으로 돈가스 어떠신가요?,0
뭐 먹을까?,0
오늘은 비가 오니 곱창전골 어떠세요?,0
뭐 먹을까?,0
날씨가 쌀쌀하니까 칼국수가 좋을 것 같네요.,0
뭐 먹을까?,0
간단하게 샌드위치 어떨까요?,0
뭐 먹을까?,0
시원한 냉면 어떠세요?,0
뭐 먹을까?,0
제육덮밥 어떠신가요?,0
오늘 뭐 먹을까?,0
오늘은 짜장면 어떠세요?,0
오늘 뭐 먹을까?,0
오늘은 짜장면 어떠실까요?,0
오늘 뭐 먹을까?,0
오늘은 짜장면 어떠십니까?,0
오늘 뭐 먹을까?,0
짜장면이 괜찮을 것 같은데 어떠세요?,0
오늘 뭐 먹을까?,0
오늘은 떡볶이 어떠세요?,0
오늘 뭐 먹을까?,0
떡볶이 어떠신가요?,0
오늘 뭐 먹을까?,0
떡볶이가 좋을 것 같아요.,0
오늘 뭐 먹을까?,0
짜장면 어떠세요?,0
오늘 뭐 먹을까?,0
일식으로 돈가스 어떠신가요?,0
오늘 뭐 먹을까?,0
오늘은 비가 오니 곱창전골 어떠세요?,0
오늘 뭐 먹을까?,0
날씨가 쌀쌀하니까 칼국수가 좋을 것 같네요.,0
오늘 뭐 먹을까?,0
간단하게 샌드위치 어떨까요?,0
오늘 뭐 먹을까?,0
시원한 냉면 어떠세요?,0
오늘 뭐 먹을까?,0
제육덮밥 어떠신가요?,0
오늘은 뭐 먹지?,0
오늘은 짜장면 어떠세요?,0
오늘은 뭐 먹지?,0
오늘은 짜장면 어떠실까요?,0
오늘은 뭐 먹지?,0
오늘은 짜장면 어떠십니까?,0
오늘은 뭐 먹지?,0
짜장면이 괜찮을 것 같은데 어떠세요?,0
오늘은 뭐 먹지?,0
오늘은 떡볶이 어떠세요?,0
오늘은 뭐 먹지?,0
떡볶이 어떠신가요?,0
오늘은 뭐 먹지?,0
떡볶이가 좋을 것 같아요.,0
오늘은 뭐 먹지?,0
짜장면 어떠세요?,0
오늘은 뭐 먹지?,0
일식으로 돈가스 어떠신가요?,0
오늘은 뭐 먹지?,0
오늘은 비가 오니 곱창전골 어떠세요?,0
오늘은 뭐 먹지?,0
날씨가 쌀쌀하니까 칼국수가 좋을 것 같네요.,0
오늘은 뭐 먹지?,0
간단하게 샌드위치 어떨까요?,0
오늘은 뭐 먹지?,0
시원한 냉면 어떠세요?,0
오늘은 뭐 먹지?,0
제육덮밥 어떠신가요?,0
오늘은 뭐 먹는게 좋을까?,0
오늘은 짜장면 어떠세요?,0
오늘은 뭐 먹는게 좋을까?,0
오늘은 짜장면 어떠실까요?,0
오늘은 뭐 먹는게 좋을까?,0
오늘은 짜장면 어떠십니까?,0
오늘은 뭐 먹는게 좋을까?,0
짜장면이 괜찮을 것 같은데 어떠세요?,0
오늘은 뭐 먹는게 좋을까?,0
오늘은 떡볶이 어떠세요?,0
오늘은 뭐 먹는게 좋을까?,0
떡볶이 어떠신가요?,0
오늘은 뭐 먹는게 좋을까?,0
떡볶이가 좋을 것 같아요.,0
오늘은 뭐 먹는게 좋을까?,0
짜장면 어떠세요?,0
오늘은 뭐 먹는게 좋을까?,0
일식으로 돈가스 어떠신가요?,0
오늘은 뭐 먹는게 좋을까?,0
오늘은 비가 오니 곱창전골 어떠세요?,0
오늘은 뭐 먹는게 좋을까?,0
날씨가 쌀쌀하니까 칼국수가 좋을 것 같네요.,0
오늘은 뭐 먹는게 좋을까?,0
간단하게 샌드위치 어떨까요?,0
오늘은 뭐 먹는게 좋을까?,0
시원한 냉면 어떠세요?,0
오늘은 뭐 먹는게 좋을까?,0
제육덮밥 어떠신가요?,0
점심 뭐 먹지?,0
오늘은 짜장면 어떠세요?,0
점심 뭐 먹지?,0
오늘은 짜장면 어떠실까요?,0
점심 뭐 먹지?,0
오늘은 짜장면 어떠십니까?,0
점심 뭐 먹지?,0
짜장면이 괜찮을 것 같은데 어떠세요?,0
점심 뭐 먹지?,0
오늘은 떡볶이 어떠세요?,0
점심 뭐 먹지?,0
떡볶이 어떠신가요?,0
점심 뭐 먹지?,0
떡볶이가 좋을 것 같아요.,0
점심 뭐 먹지?,0
짜장면 어떠세요?,0
점심 뭐 먹지?,0
일식으로 돈가스 어떠신가요?,0
점심 뭐 먹지?,0
오늘은 비가 오니 곱창전골 어떠세요?,0
점심 뭐 먹지?,0
날씨가 쌀쌀하니까 칼국수가 좋을 것 같네요.,0
점심 뭐 먹지?,0
간단하게 샌드위치 어떨까요?,0
점심 뭐 먹지?,0
